ChacoIsotopeDatabaseID,OriginalSampleID,OtherID,ModernArch?,IsotopeSystem(s),SampleType,TissueTType,TissueName,CollagenApatiteEnamel?,GenusOrder,Species,Group,CommonName,Description,SiteID,SanJuanBasin?,SiteNumber,Provenience,UTM,Easting,Northing,Longitude,Latitude,Elevation,Depth,RadiocarbonLabNumber,DatePeriod,DateBeginning,DateMid,DateEnd,DateRange,CollectionDate,Source,OtherNotes,SamplePrepMethod,SampleWeight,Sr87Sr86_Standard,Sr87Sr86_NonEnamel_Value_Raw,Sr87Sr86_NonEnamel_SD_Raw,Sr87Sr86_NonEnamel_Value_Standardized,Sr87Sr86_Enamel_Value_Raw,Sr87Sr86_Enamel_SD_Raw,Sr87Sr86_Enamel_Value_Standardized,d13C_Collagen_Value_Raw,d13C_Collagen_Value_SeussCorrection,d13C_Collagen_Value_SeussCorrection_VegBaselineCorrection,d13C_Apatite_Value_Raw,d13C_Apatite_Value_SeussCorrection,d13C_Apatite_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_Value_Raw,d13C_Enamel_Value_SeussCorrection,d13C_Enamel_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_SD,d13C_Vegetation_Value_Raw,d13C_Vegetation_Value_SeussCorrection,d13C_Hair_Value_Raw,d13C_Hair_Value_SeussCorrection,d13C_Hair_Value_SeussCorrection_VegBaselineCorrection,d13C_WtPercentC,d13C_WtPercentN,d18OVPDB_Apatite_Value_Raw,d18OVPBD_Apatite_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVPDB_Enamel_Value_Raw,d18OVPDB_Enamel_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVSMOW_Water_Value_Raw,d18OVSMOW_Water_SD,d18O_Value_VPDBConverted,d15N_Collagen_Value_Raw,d15N_CNRatio,d15N_AtomicCNRatio,d15N_PercentN,d15N_CollagenYield,d15N_WeightPercentCollagen,dD_Water_Value_Raw,dD_Water_SD,Pb206Pb204_Dentin_Value_Raw,Pb206Pb204_Dentin_SE,Pb207Pb204_Dentin_Value_Raw,Pb207Pb204_Dentin_SE,Pb208Pb204_Dentin_Value_Raw,Pb208Pb204_Dentin_SE,Pb207Pb206_Dentin_Value_Raw,Pb207Pb206_Dentin_SE,Pb208Pb206_Dentin_Value_Raw,Pb208Pb206_Dentin_SE,Pb_Dentin_ng,Pb_Dentin_SampleWeight_g,Pb_Dentin_ppm,Pb206Pb204_Enamel_Value_Raw,Pb206Pb204_Enamel_SE,Pb207Pb204_Enamel_Value_Raw,Pb207Pb204_Enamel_SE,Pb208Pb204_Enamel_Value_Raw,Pb208Pb204_Enamel_SE,Pb207Pb206_Enamel_Value_Raw,Pb207Pb206_Enamel_SE,Pb208Pb206_Enamel_Value_Raw,Pb208Pb206_Enamel_SE,Pb_Enamel_ng,Pb_Enamel_SampleWeight_g,Pb_Enamel_ppm
CID_2373,8,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5957,,,,,,,,,"Lewis 2018, Table A3",,,2.572,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,43.7,0.6,,,,,,,,,,-1.3,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2374,10,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5961,,,,,,,,,"Lewis 2018, Table A3",,,1.842,,,,,,,,,,,,,,,,,,-15.4,-17.4,,,,41.6,,,,,,,,,,,-0.8,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2375,11,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5965,,,,,,,,,"Lewis 2018, Table A3",,,1.809,,,,,,,,,,,,,,,,,,-15,-17,,,,40.2,,,,,,,,,,,-0.5,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2376,12,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5893,,,,,,,,,"Lewis 2018, Table A3",,,1.959,,,,,,,,,,,,,,,,,,-14.7,-16.7,,,,42.4,,,,,,,,,,,0.5,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2377,14,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5929,,,,,,,,,"Lewis 2018, Table A3",,,1.699,,,,,,,,,,,,,,,,,,-14,-16,,,,83.4,1.4,,,,,,,,,,-1.6,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2378,15,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5929,,,,,,,,,"Lewis 2018, Table A3",,,2.3,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,43.3,1.2,,,,,,,,,,0.1,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2379,16,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SK,,,,,,,,,5959,,,,,,,,,"Lewis 2018, Table A3",,,2.572,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,43.7,0.6,,,,,,,,,,-1.3,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2380,17,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SK,,,,,,,,,7014,,,,,,,,,"Lewis 2018, Table A3",,,2.573,,,,,,,,,,,,,,,,,,-14,-16,,,,43.8,0.5,,,,,,,,,,-3,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2381,18,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SK,,,,,,,,,6677,,,,,,,,,"Lewis 2018, Table A3",,,1.961,,,,,,,,,,,,,,,,,,-14.8,-16.8,,,,42.8,,,,,,,,,,,-0.3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2382,20,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SK,,,,,,,,,6584,,,,,,,,,"Lewis 2018, Table A3",,,1.791,,,,,,,,,,,,,,,,,,-14.4,-16.4,,,,42.5,1.3,,,,,,,,,,0,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2383,21,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SK,,,,,,,,,6489,,,,,,,,,"Lewis 2018, Table A3",,,2.294,,,,,,,,,,,,,,,,,,-13.6,-15.6,,,,43.6,0.7,,,,,,,,,,-2,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2384,22,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SK,,,,,,,,,6038,,,,,,,,,"Lewis 2018, Table A3",,,2.256,,,,,,,,,,,,,,,,,,-17.5,-19.5,,,,43,,,,,,,,,,,-1.1,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2385,24,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SFR,,,,,,,,,6276,,,,,,,,,"Lewis 2018, Table A3",,,1.744,,,,,,,,,,,,,,,,,,-14.3,-16.3,,,,47.1,1.4,,,,,,,,,,-0.9,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2386,25,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SFR,,,,,,,,,6182,,,,,,,,,"Lewis 2018, Table A3",,,2.435,,,,,,,,,,,,,,,,,,-15.2,-17.2,,,,43.1,,,,,,,,,,,-3.3,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2387,26,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SFR,,,,,,,,,6193,,,,,,,,,"Lewis 2018, Table A3",,,2.462,,,,,,,,,,,,,,,,,,-14.1,-16.1,,,,44.2,0.4,,,,,,,,,,-5,112.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2388,29,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",SFR,,,,,,,,,6076,,,,,,,,,"Lewis 2018, Table A3",,,2.322,,,,,,,,,,,,,,,,,,-15.7,-17.7,,,,42.1,,,,,,,,,,,-3.4,116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2389,30,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",CSR,,,,,,,,,6463,,,,,,,,,"Lewis 2018, Table A3",,,1.79,,,,,,,,,,,,,,,,,,-14.9,-16.9,,,,46.6,,,,,,,,,,,1.1,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2390,32,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",CSR,,,,,,,,,6093,,,,,,,,,"Lewis 2018, Table A3",,,2.431,,,,,,,,,,,,,,,,,,-14.9,-16.9,,,,42.3,,,,,,,,,,,-2.7,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2391,1,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5324,,,,,,,,,"Lewis 2018, Table A3",,,2.436,,,,,,,,,,,,,,,,,,-14.2,-16.2,,,,43.6,2.6,,,,,,,,,,-0.4,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2392,2,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,2.001,,,,,,,,,,,,,,,,,,-14.3,-16.3,,,,44.1,1.3,,,,,,,,,,-1.5,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2393,3,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,1.71,,,,,,,,,,,,,,,,,,-16.2,-18.2,,,,43.6,,,,,,,,,,,-0.8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2394,4,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5725,,,,,,,,,"Lewis 2018, Table A3",,,2.145,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,37.9,0.4,,,,,,,,,,3.7,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2395,6,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5728,,,,,,,,,"Lewis 2018, Table A3",,,2.006,,,,,,,,,,,,,,,,,,-15.7,-17.7,,,,38.6,,,,,,,,,,,0.1,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2396,7,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5732,,,,,,,,,"Lewis 2018, Table A3",,,1.88,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,36.5,0.4,,,,,,,,,,3.1,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2397,8,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5957,,,,,,,,,"Lewis 2018, Table A3",,,1.807,,,,,,,,,,,,,,,,,,-16.5,-18.5,,,,39.9,,,,,,,,,,,3.9,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2398,10,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5961,,,,,,,,,"Lewis 2018, Table A3",,,1.776,,,,,,,,,,,,,,,,,,-14.7,-16.7,,,,42.1,,,,,,,,,,,1.7,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2399,11,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5965,,,,,,,,,"Lewis 2018, Table A3",,,1.908,,,,,,,,,,,,,,,,,,-13.7,-15.7,,,,38.8,1,,,,,,,,,,-0.2,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2400,12,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5893,,,,,,,,,"Lewis 2018, Table A3",,,2.101,,,,,,,,,,,,,,,,,,-14.8,-16.8,,,,45.2,,,,,,,,,,,-1.2,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2401,14,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5929,,,,,,,,,"Lewis 2018, Table A3",,,2.39,,,,,,,,,,,,,,,,,,-15.3,-17.3,,,,45.7,,,,,,,,,,,-0.4,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2402,15,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",THR,,,,,,,,,5929,,,,,,,,,"Lewis 2018, Table A3",,,1.748,,,,,,,,,,,,,,,,,,-14.2,-16.2,,,,42.5,0.5,,,,,,,,,,4.6,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2403,16,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SK,,,,,,,,,5959,,,,,,,,,"Lewis 2018, Table A3",,,1.901,,,,,,,,,,,,,,,,,,-14.2,-16.2,,,,38.8,1.2,,,,,,,,,,2.4,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2404,17,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SK,,,,,,,,,7014,,,,,,,,,"Lewis 2018, Table A3",,,2.39,,,,,,,,,,,,,,,,,,-12.6,-14.6,,,,42.1,0.5,,,,,,,,,,3.9,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2405,18,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SK,,,,,,,,,6677,,,,,,,,,"Lewis 2018, Table A3",,,1.958,,,,,,,,,,,,,,,,,,-14.9,-16.9,,,,43.8,,,,,,,,,,,-1.8,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2406,20,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SK,,,,,,,,,6584,,,,,,,,,"Lewis 2018, Table A3",,,2.014,,,,,,,,,,,,,,,,,,-12.9,-14.9,,,,41.9,0.4,,,,,,,,,,6.6,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2407,21,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SK,,,,,,,,,6489,,,,,,,,,"Lewis 2018, Table A3",,,1.873,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,43,0.7,,,,,,,,,,2.3,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2408,22,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SK,,,,,,,,,6038,,,,,,,,,"Lewis 2018, Table A3",,,2.233,,,,,,,,,,,,,,,,,,-15.5,-17.5,,,,44.1,,,,,,,,,,,0.6,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2409,24,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SFR,,,,,,,,,6276,,,,,,,,,"Lewis 2018, Table A3",,,2.062,,,,,,,,,,,,,,,,,,-13.7,-15.7,,,,46.1,1.1,,,,,,,,,,-0.2,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2410,25,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SFR,,,,,,,,,6182,,,,,,,,,"Lewis 2018, Table A3",,,1.909,,,,,,,,,,,,,,,,,,-14.4,-16.4,,,,41.8,0.3,,,,,,,,,,9,124.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2411,26,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SFR,,,,,,,,,6193,,,,,,,,,"Lewis 2018, Table A3",,,2.029,,,,,,,,,,,,,,,,,,-14,-16,,,,44,0.6,,,,,,,,,,0.5,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2412,29,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",SFR,,,,,,,,,6076,,,,,,,,,"Lewis 2018, Table A3",,,1.705,,,,,,,,,,,,,,,,,,-14.4,-16.4,,,,45,0.5,,,,,,,,,,3.6,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2413,30,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",CSR,,,,,,,,,6463,,,,,,,,,"Lewis 2018, Table A3",,,2.284,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,44.8,1.4,,,,,,,,,,2.5,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2414,32,,Modern,"C, N",Vegetal,,,,,,,,"Raw Stem, Yucca",CSR,,,,,,,,,6093,,,,,,,,,"Lewis 2018, Table A3",,,2.014,,,,,,,,,,,,,,,,,,-13.3,-15.3,,,,38.9,0.2,,,,,,,,,,11.5,180.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2415,1,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5324,,,,,,,,,"Lewis 2018, Table A3",,,2.475,,,,,,,,,,,,,,,,,,-14,-16,,,,43.4,1.5,,,,,,,,,,-0.2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2416,2,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,2.075,,,,,,,,,,,,,,,,,,-14.1,-16.1,,,,42.9,1.4,,,,,,,,,,-3.1,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2417,3,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,2.346,,,,,,,,,,,,,,,,,,-15.3,-17.3,,,,44.5,,,,,,,,,,,-1.6,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2418,4,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5725,,,,,,,,,"Lewis 2018, Table A3",,,2.331,,,,,,,,,,,,,,,,,,-13.8,-15.8,,,,42.8,1,,,,,,,,,,-1.1,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2419,6,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5728,,,,,,,,,"Lewis 2018, Table A3",,,2.342,,,,,,,,,,,,,,,,,,-14.8,-16.8,,,,44.2,,,,,,,,,,,-2.9,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2420,7,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5732,,,,,,,,,"Lewis 2018, Table A3",,,2.211,,,,,,,,,,,,,,,,,,-14.3,-16.3,,,,40.8,0.6,,,,,,,,,,-5.2,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2421,8,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5957,,,,,,,,,"Lewis 2018, Table A3",,,2.529,,,,,,,,,,,,,,,,,,-15.6,-17.6,,,,38.3,,,,,,,,,,,-4.4,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2422,10,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5961,,,,,,,,,"Lewis 2018, Table A3",,,1.953,,,,,,,,,,,,,,,,,,-14.1,-16.1,,,,42.1,1.2,,,,,,,,,,-1,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2423,11,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5965,,,,,,,,,"Lewis 2018, Table A3",,,2.1,,,,,,,,,,,,,,,,,,-14.2,-16.2,,,,40.3,1.2,,,,,,,,,,-1.5,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2424,12,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5893,,,,,,,,,"Lewis 2018, Table A3",,,2.427,,,,,,,,,,,,,,,,,,-14.5,-16.5,,,,43.6,0.5,,,,,,,,,,-4.8,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2425,14,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5929,,,,,,,,,"Lewis 2018, Table A3",,,2.654,,,,,,,,,,,,,,,,,,-14.9,-16.9,,,,45.7,,,,,,,,,,,-2.6,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2426,15,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",THR,,,,,,,,,5929,,,,,,,,,"Lewis 2018, Table A3",,,2.54,,,,,,,,,,,,,,,,,,-14.3,-16.3,,,,43.9,0.7,,,,,,,,,,-1.1,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2427,16,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SK,,,,,,,,,5959,,,,,,,,,"Lewis 2018, Table A3",,,1.753,,,,,,,,,,,,,,,,,,-13.7,-15.7,,,,42,1.7,,,,,,,,,,1.9,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2428,17,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SK,,,,,,,,,7014,,,,,,,,,"Lewis 2018, Table A3",,,2.167,,,,,,,,,,,,,,,,,,-13.1,-15.1,,,,47.3,1,,,,,,,,,,-0.7,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2429,18,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SK,,,,,,,,,6677,,,,,,,,,"Lewis 2018, Table A3",,,2.672,,,,,,,,,,,,,,,,,,-14.9,-16.9,,,,44.5,,,,,,,,,,,-3,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2430,20,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SK,,,,,,,,,6584,,,,,,,,,"Lewis 2018, Table A3",,,2.591,,,,,,,,,,,,,,,,,,-13.2,-15.2,,,,40.1,0.8,,,,,,,,,,-1.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2431,21,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SK,,,,,,,,,6489,,,,,,,,,"Lewis 2018, Table A3",,,1.825,,,,,,,,,,,,,,,,,,-13.6,-15.6,,,,42.6,0.8,,,,,,,,,,1.3,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2432,22,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SK,,,,,,,,,6038,,,,,,,,,"Lewis 2018, Table A3",,,1.944,,,,,,,,,,,,,,,,,,-15,-17,,,,40.8,,,,,,,,,,,-0.2,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2433,24,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SFR,,,,,,,,,6276,,,,,,,,,"Lewis 2018, Table A3",,,2.444,,,,,,,,,,,,,,,,,,-12.7,-14.7,,,,42.4,1.2,,,,,,,,,,-0.6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2434,25,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SFR,,,,,,,,,6182,,,,,,,,,"Lewis 2018, Table A3",,,2.303,,,,,,,,,,,,,,,,,,-14.9,-16.9,,,,39.5,,,,,,,,,,,-3.4,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2435,26,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SFR,,,,,,,,,6193,,,,,,,,,"Lewis 2018, Table A3",,,1.827,,,,,,,,,,,,,,,,,,-13.5,-15.5,,,,41.8,0.8,,,,,,,,,,-1.4,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2436,29,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",SFR,,,,,,,,,6076,,,,,,,,,"Lewis 2018, Table A3",,,2.446,,,,,,,,,,,,,,,,,,-14.5,-16.5,,,,43.5,0.5,,,,,,,,,,-4.6,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2437,30,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",CSR,,,,,,,,,6463,,,,,,,,,"Lewis 2018, Table A3",,,1.847,,,,,,,,,,,,,,,,,,-14.2,-16.2,,,,41.4,1.4,,,,,,,,,,1.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2438,32,,Modern,"C, N",Vegetal,,,,,,,,"Roasted Stem, Yucca",CSR,,,,,,,,,6093,,,,,,,,,"Lewis 2018, Table A3",,,2.431,,,,,,,,,,,,,,,,,,-14,-16,,,,42.9,0.4,,,,,,,,,,-1.3,113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2439,1,,Modern,"C, N",Vegetal,,,,,,,,"Fiber, Yucca",THR,,,,,,,,,5324,,,,,,,,,"Lewis 2018, Table A3",,,1.648,,,,,,,,,,,,,,,,,,-14.1,-16.1,,,,41.6,1.4,,,,,,,,,,-1.3,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2440,2,,Modern,"C, N",Vegetal,,,,,,,,"Fiber, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,1.792,,,,,,,,,,,,,,,,,,-14,-16,,,,43.2,1.5,,,,,,,,,,-3.7,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2441,3,,Modern,"C, N",Vegetal,,,,,,,,"Fiber, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,1.602,,,,,,,,,,,,,,,,,,-14,-16,,,,39.5,1,,,,,,,,,,-2.9,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2442,4,,Modern,"C, N",Vegetal,,,,,,,,"Fiber, Yucca",THR,,,,,,,,,5725,,,,,,,,,"Lewis 2018, Table A3",,,1.589,,,,,,,,,,,,,,,,,,-12.9,-14.9,,,,39.2,1.4,,,,,,,,,,-2.7,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2443,6,,Modern,"C, N",Vegetal,,,,,,,,"Fiber, Yucca",THR,,,,,,,,,5728,,,,,,,,,"Lewis 2018, Table A3",,,1.774,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,41.5,0.8,,,,,,,,,,-3.4,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2444,7,,Modern,"C, N",Vegetal,,,,,,,,"Fiber, Yucca",THR,,,,,,,,,5732,,,,,,,,,"Lewis 2018, Table A3",,,1.724,,,,,,,,,,,,,,,,,,-13.9,-15.9,,,,36.9,0.6,,,,,,,,,,-5.7,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2445,8,,Modern,"C, N",Vegetal,,,,,,,,"Fiber, Yucca",THR,,,,,,,,,5957,,,,,,,,,"Lewis 2018, Table A3",,,1.716,,,,,,,,,,,,,,,,,,-15.9,-17.9,,,,39.4,,,,,,,,,,,-2.1,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
